32.1677778,-95.6688889,0.01056088
32.1677778,-95.6688889,0.2062863
32.1677778,-95.6688889,0.8132703
32.1677778,-95.6688889,0.8441929
32.1677778,-95.6688889,0.9073363
43.666667,-79.416667,0.158629
43.666667,-79.416667,0.8189988
43.666667,-79.416667,0.8125061
43.666667,-79.416667,0.8079494
43.666667,-79.416667,0.7218037
35.209167,110.732778,0.06380448
35.209167,110.732778,0.3802455
35.209167,110.732778,0.8098029
35.209167,110.732778,0.4408303
35.209167,110.732778,0.6486272
52.516667,13.4,0.6273628
52.516667,13.4,0.6282853
52.516667,13.4,0.5199184
52.516667,13.4,0.5338978
52.516667,13.4,0.5418776
45.5,-73.583333,0.5281066
45.5,-73.583333,0.4365582
45.5,-73.583333,0.7299937
45.5,-73.583333,0.7121493
45.5,-73.583333,0.7631868
49.25,-123.133333,0.6488706
49.25,-123.133333,0.965017
49.25,-123.133333,0.9862747
49.25,-123.133333,0.3814571
49.25,-123.133333,0.7513739
49.883333,-97.166667,0.8926415
49.883333,-97.166667,0.9056292
49.883333,-97.166667,0.6947089
49.883333,-97.166667,0.9084083
49.883333,-97.166667,0.4198068
29.8933333,-102.4036111,0.286552
29.8933333,-102.4036111,0.4276918
29.8933333,-102.4036111,0.6803595
29.8933333,-102.4036111,0.5575884
29.8933333,-102.4036111,0.3509625
38.1522222,-81.4480556,0.1054079
38.1522222,-81.4480556,0.2096959
38.1522222,-81.4480556,0.7292095
38.1522222,-81.4480556,0.8355978
38.1522222,-81.4480556,0.4900154
47.6063889,-122.3308333,0.6211675
47.6063889,-122.3308333,0.2113507
47.6063889,-122.3308333,0.8656425
47.6063889,-122.3308333,0.5750046
47.6063889,-122.3308333,0.6943585
22.2,-101.966667,0.1706602
22.2,-101.966667,0.9630968
22.2,-101.966667,0.3900029
22.2,-101.966667,0.9674307
22.2,-101.966667,0.6506736
8.9666667,-79.5333333,0.02048419
8.9666667,-79.5333333,0.8218118
8.9666667,-79.5333333,0.2712555
8.9666667,-79.5333333,0.6523072
8.9666667,-79.5333333,0.4223846
-34.5875,-58.6725,0.06391235
-34.5875,-58.6725,0.9507214
-34.5875,-58.6725,0.9928988
-34.5875,-58.6725,0.959339
-34.5875,-58.6725,0.04808524
-33.45,-70.666667,0.6936278
-33.45,-70.666667,0.5401195
-33.45,-70.666667,0.984923
-33.45,-70.666667,0.6731472
-33.45,-70.666667,0.625212
51.514125,-.093689,0.5834556
51.514125,-.093689,0.7622126
51.514125,-.093689,0.914369
51.514125,-.093689,0.2708409
51.514125,-.093689,0.7652084
40.408566,-3.69222,0.7267583
40.408566,-3.69222,0.9077444
40.408566,-3.69222,0.555941
40.408566,-3.69222,0.3568099
40.408566,-3.69222,0.8620253
32.8925,13.18,0.9880495
32.8925,13.18,0.6169088
32.8925,13.18,0.8722139
32.8925,13.18,0.2994916
32.8925,13.18,0.8099163
-33.925839,18.423218,0.6277685
-33.925839,18.423218,0.918264
-33.925839,18.423218,0.02737781
-33.925839,18.423218,0.9777964
-33.925839,18.423218,0.02655933
30.05,31.25,0.2743142
30.05,31.25,0.9319494
30.05,31.25,0.8744379
30.05,31.25,0.7352037
30.05,31.25,0.6549775
25.258172,55.304717,0.6484663
25.258172,55.304717,0.6228931
25.258172,55.304717,0.9028652
25.258172,55.304717,0.9365047
25.258172,55.304717,0.7118325
39.911652,32.840305,0.2090985
39.911652,32.840305,0.2965253
39.911652,32.840305,0.7843545
39.911652,32.840305,0.760039
39.911652,32.840305,0.3348664
41.018611,28.964722,0.3596136
41.018611,28.964722,0.7527425
41.018611,28.964722,0.9710378
41.018611,28.964722,0.7125432
41.018611,28.964722,0.9283609
60.6,21.433333,0.6128918
60.6,21.433333,0.9040602
60.6,21.433333,0.9045089
60.6,21.433333,0.6308066
60.6,21.433333,0.6057343
55.752222,37.615556,0.04875082
55.752222,37.615556,0.08617316
55.752222,37.615556,0.7847066
55.752222,37.615556,0.3490342
55.752222,37.615556,0.8367209
18.975,72.825833,0.01761777
18.975,72.825833,0.6625381
18.975,72.825833,0.8993799
18.975,72.825833,0.9337076
18.975,72.825833,0.2492138
27.7166667,85.3166667,0.9207209
27.7166667,85.3166667,0.947888
27.7166667,85.3166667,0.9018964
27.7166667,85.3166667,0.310906
27.7166667,85.3166667,0.6228591
13.753979,100.501444,0.6838732
13.753979,100.501444,0.8667898
13.753979,100.501444,0.7000015
13.753979,100.501444,0.109597
13.753979,100.501444,0.00150515
-6.174444,106.829444,0.4822719
-6.174444,106.829444,0.299426
-6.174444,106.829444,0.7986295
-6.174444,106.829444,0.06002248
-6.174444,106.829444,0.2630807
-37.813938,144.963425,0.2137821
-37.813938,144.963425,0.6847451
-37.813938,144.963425,0.1381767
-37.813938,144.963425,0.5048197
-37.813938,144.963425,0.4218607
35.969215,102.256153,0.1524626
35.969215,102.256153,0.4193841
35.969215,102.256153,0.9104226
35.969215,102.256153,0.4477225
35.969215,102.256153,0.2353788
